doid_code	doid_name	lead_snp	reported_symbols	mlog_pvalue	date	pubmed_id	upstream_gene	downstream_gene	containing_genes	reported_genes	cases	controls	samples	high_confidence	lead_chrom	lower_coord	upper_coord	locus
DOID:10871	age related macular degeneration	rs17050244	GLI2	6.301029995663981	2013-01-11	23326517	84931	2736		2736	3772.0	16033.0	19805.0	0	chr2	120842922	121018381	33
DOID:10871	age related macular degeneration	rs17050244	INHBB	6.301029995663981	2013-01-11	23326517	84931	2736		3625	3772.0	16033.0	19805.0	0	chr2	120842922	121018381	33
DOID:10871	age related macular degeneration	rs6721654	GLI2	5.154901959985743	2013-01-11	23326517	84931	2736		2736	3772.0	16033.0	19805.0	0	chr2	120999100	121018381	33
DOID:10871	age related macular degeneration	rs6721654	INHBB	5.154901959985743	2013-01-11	23326517	84931	2736		3625	3772.0	16033.0	19805.0	0	chr2	120999100	121018381	33
DOID:10871	age related macular degeneration	rs10033900	CFI	9.397940008672037	2011-06-10	21665990	81579	3426		3426	2594.0	4134.0	6728.0	1	chr4	110833800	110878516	34
DOID:10871	age related macular degeneration	rs10033900	CF1	8.221848749616356	2012-06-15	22705344	81579	3426			1775.0	4134.0	5909.0	1	chr4	110833800	110878516	34
DOID:10871	age related macular degeneration	rs10033900	CFI	8.045757490560675	2010-04-12	20385826	81579	3426		3426	979.0	1709.0	2688.0	1	chr4	110833800	110878516	34
DOID:10871	age related macular degeneration	rs2285714	CFI	6.522878745280337	2010-04-12	20385819			81579	3426	2157.0	1150.0	3307.0	0	chr4	110845955	110878516	34
DOID:10871	age related macular degeneration	rs10033900	CFI	5.3979400086720375	2012-06-15	22705344	81579	3426		3426	819.0	4134.0	4953.0	0	chr4	110833800	110878516	34
DOID:10871	age related macular degeneration	rs1355023	Intergenic	5.221848749616356	2013-01-11	23326517	728010	639			3772.0	16033.0	19805.0	0	chr6	106313786	106359813	35
DOID:10871	age related macular degeneration	rs7750345	Intergenic	5.154901959985743	2013-01-11	23326517	728010	639			3772.0	16033.0	19805.0	0	chr6	106351673	106366821	35
DOID:10871	age related macular degeneration	rs2842992	SOD2	6.522878745280337	2012-06-15	22705344	401281	6648		6648	819.0	4134.0	4953.0	0	chr6	159989146	160149320	36
DOID:10871	age related macular degeneration	rs9646096	POSTN	5.221848749616356	2013-01-11	23326517	100271551	400121		10631	3772.0	16033.0	19805.0	0	chr13	36817954	37122249	37
DOID:10871	age related macular degeneration	rs9646096	POSTN	5.221848749616356	2013-01-11	23326517	100271551	400121		10631	3772.0	16033.0	19805.0	0	chr13	36817954	37122249	37
DOID:10871	age related macular degeneration	rs9646096	TRPC4	5.221848749616356	2013-01-11	23326517	100271551	400121		7223	3772.0	16033.0	19805.0	0	chr13	36817954	37122249	37
DOID:10871	age related macular degeneration	rs9646096	TRPC4	5.221848749616356	2013-01-11	23326517	100271551	400121		7223	3772.0	16033.0	19805.0	0	chr13	36817954	37122249	37
DOID:10871	age related macular degeneration	rs6480975	MBL2	5.698970004336019	2013-01-11	23326517	4153	100874423		4153	3772.0	16033.0	19805.0	0	chr10	54232075	54314694	38
DOID:10871	age related macular degeneration	rs6480975	MBL2	5.522878745280337	2013-01-11	23326517	4153	100874423		4153	3772.0	16033.0	19805.0	0	chr10	54232075	54314694	38
DOID:10871	age related macular degeneration	rs553169	Intergenic	5.045757490560675	2013-05-01	23577725	50834	134145			548.0	278.0	826.0	0	chr5	10031292	10035040	39
DOID:1094	attention deficit hyperactivity disorder	rs272000	Intergenic	5.045757490560675	2008-12-05	18821565	100270875	100189522					930.0	0	chr2	116202335	116390158	0
DOID:1094	attention deficit hyperactivity disorder	rs12966547	CCDC68	9.522878745280336	2013-02-27	23453885	387615	100873703		80323	6990.0	27888.0	34878.0	1	chr18	50898687	50903698	1
DOID:1094	attention deficit hyperactivity disorder	rs806276	Intergenic	6.522878745280337	2008-12-05	18937294	100616109	6885					930.0	0	chr6	91264072	91266607	2
DOID:1094	attention deficit hyperactivity disorder	rs2290416	NAPRT1	5.045757490560675	2008-12-05	18821565			93100	93100			930.0	0	chr8	144670269	144769164	3
DOID:1094	attention deficit hyperactivity disorder	rs2281597	CSMD2	6.301029995663981	2008-10-07	18839057			114784	114784	343.0	250.0	593.0	0	chr1	34037065	34143843	4
DOID:1094	attention deficit hyperactivity disorder	rs4650608	IFI44	6.0	2013-02-27	23453885	100130630	64123		10561	6990.0	27888.0	34878.0	0	chr1	78958791	79032638	5
DOID:1094	attention deficit hyperactivity disorder	rs4650608	IFI44L	6.0	2013-02-27	23453885	100130630	64123		10964	6990.0	27888.0	34878.0	0	chr1	78958791	79032638	5
DOID:1094	attention deficit hyperactivity disorder	rs1625579	MIR137	10.69897000433602	2013-02-27	23453885			400765	406928	6990.0	27888.0	34878.0	1	chr1	98148833	98331612	6
DOID:1094	attention deficit hyperactivity disorder	rs1625579	DPYD	10.69897000433602	2013-02-27	23453885			400765	1806	6990.0	27888.0	34878.0	1	chr1	98148833	98331612	6
DOID:1094	attention deficit hyperactivity disorder	rs159788	Intergenic	5.154901959985743	2013-02-27	23453885	146	128668			6990.0	27888.0	34878.0	0	chr20	4274696	4300104	7
DOID:1094	attention deficit hyperactivity disorder	rs11243897	C9orf98	7.221848749616356	2008-10-07	18839057			158067	158067	343.0	250.0	593.0	0	chr9	134608104	134608146	8
DOID:1094	attention deficit hyperactivity disorder	rs11778329	Intergenic	5.154901959985743	2011-07-13	21784300	7336	389655					341.0	0	chr8	49209308	49264368	9
DOID:1094	attention deficit hyperactivity disorder	rs6435387	LYPD6B	5.096910013008057	2013-02-27	23453885			3800	130576	6990.0	27888.0	34878.0	0	chr2	149316027	149729975	10
DOID:1094	attention deficit hyperactivity disorder	rs6435387	KIF5C	5.096910013008057	2013-02-27	23453885			3800	3800	6990.0	27888.0	34878.0	0	chr2	149316027	149729975	10
DOID:1094	attention deficit hyperactivity disorder	rs6435387	LYPD6B	5.096910013008057	2013-02-27	23453885			3800	130576	6990.0	27888.0	34878.0	0	chr2	149316027	149729975	10
DOID:1094	attention deficit hyperactivity disorder	rs6435387	KIF5C	5.096910013008057	2013-02-27	23453885			3800	3800	6990.0	27888.0	34878.0	0	chr2	149316027	149729975	10
DOID:1094	attention deficit hyperactivity disorder	rs7995215	GPC6	8.0	2008-10-07	18839057			10082	10082	343.0	250.0	593.0	0	chr13	93182051	93357871	11
DOID:1094	attention deficit hyperactivity disorder	rs2825388	Intergenic	5.096910013008057	2008-10-07	18846501	653214	54019					909.0	0	chr21	19396948	19593255	12
DOID:1094	attention deficit hyperactivity disorder	rs1350666	EREG	5.096910013008057	2008-12-05	18821565	255324	2069		2069			930.0	0	chr4	75417927	75477749	13
DOID:1094	attention deficit hyperactivity disorder	rs1381102	Intergenic	5.221848749616356	2008-10-24	18951430	390735	1009					938.0	0	chr16	62510959	62600251	14
DOID:1094	attention deficit hyperactivity disorder	rs6990255	Intergenic	5.698970004336019	2013-02-27	23453885	349198	137107			6990.0	27888.0	34878.0	0	chr8	33811683	34644055	15
DOID:1094	attention deficit hyperactivity disorder	rs2609653	Intergenic	5.522878745280337	2013-02-27	23453885	137107	100133273			6990.0	27888.0	34878.0	0	chr8	33909742	34853835	15
DOID:1094	attention deficit hyperactivity disorder	rs17232800	TMX3	5.522878745280337	2013-05-31	23728934	4531	54495		54495	1040.0	963.0	2003.0	0	chr18	64434205	64555098	16
DOID:1094	attention deficit hyperactivity disorder	rs12680109	TCEB1	5.154901959985743	2010-08-01	20732625	81796	100129960		6921	896.0	2455.0	3351.0	0	chr8	70971815	70997101	17
DOID:1094	attention deficit hyperactivity disorder	rs1335515	Intergenic	5.096910013008057	2008-12-05	18937294	341880	145407					930.0	0	chr14	57433510	57455118	18
DOID:1094	attention deficit hyperactivity disorder	rs1918172	Intergenic	5.301029995663981	2008-12-05	18821565	100873266	4929					930.0	0	chr2	156570859	156613603	19
DOID:1094	attention deficit hyperactivity disorder	rs789560	C12orf28	5.154901959985743	2008-10-24	18951430			196446	196446			938.0	0	chr12	68618094	68618094	20
DOID:1094	attention deficit hyperactivity disorder	rs11587682	NR	5.154901959985743	2013-02-27	23453885			9129		6990.0	27888.0	34878.0	0	chr1	148404397	149003844	21
DOID:1094	attention deficit hyperactivity disorder	rs11587682	NR	5.154901959985743	2013-02-27	23453885			9129		6990.0	27888.0	34878.0	0	chr1	148404397	149003844	21
DOID:1094	attention deficit hyperactivity disorder	rs609412	PPP2R2B	5.698970004336019	2013-02-27	23453885			5521	5521	6990.0	27888.0	34878.0	0	chr5	146202267	146260096	22
DOID:1094	attention deficit hyperactivity disorder	rs2237349	CREB5	5.301029995663981	2008-10-07	18839057			9586	9586	343.0	250.0	593.0	0	chr7	28697096	28802282	23
DOID:1094	attention deficit hyperactivity disorder	rs522958	Intergenic	6.0	2008-12-05	18821565	5744	55297					930.0	0	chr12	28110690	28125250	24
DOID:1094	attention deficit hyperactivity disorder	rs10255295	Intergenic	5.301029995663981	2013-02-27	23453885	100616226	442726			6990.0	27888.0	34878.0	0	chr7	137509306	137514100	25
DOID:1094	attention deficit hyperactivity disorder	rs1027730	Intergenic	5.154901959985743	2010-08-01	20732625	102467005	389676			896.0	2455.0	3351.0	0	chr8	94133148	94221147	26
DOID:1094	attention deficit hyperactivity disorder	rs6057648	NR	5.3979400086720375	2013-04-01	23527680			1789				1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs6119285	NR	5.3979400086720375	2013-04-01	23527680			1789				1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs6119286	NR	5.3979400086720375	2013-04-01	23527680			1789				1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs6057651	NR	5.3979400086720375	2013-04-01	23527680			22919				1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs6057652	NR	5.3979400086720375	2013-04-01	23527680			22919				1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs7270085	NR	5.3979400086720375	2013-04-01	23527680			22919				1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs17123726	NR	5.301029995663981	2013-04-01	23527680	22919	388795					1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs6057659	NR	5.301029995663981	2013-04-01	23527680	22919	388795					1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs8123073	NR	5.301029995663981	2013-04-01	23527680	22919	388795					1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs6057651	NR	5.154901959985743	2013-04-01	23527680			22919				1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs6057652	NR	5.154901959985743	2013-04-01	23527680			22919				1851.0	0	chr20	30728319	30953591	27
DOID:1094	attention deficit hyperactivity disorder	rs363598	GRIK1	5.301029995663981	2013-02-27	23453885			2897	2897	6990.0	27888.0	34878.0	0	chr21	29880042	29965132	28
DOID:1094	attention deficit hyperactivity disorder	rs3791556	MGC16025	5.096910013008057	2013-02-27	23453885			9759	85009	6990.0	27888.0	34878.0	0	chr2	239761627	239796218	29
DOID:1094	attention deficit hyperactivity disorder	rs3791556	HDAC4	5.096910013008057	2013-02-27	23453885			9759	9759	6990.0	27888.0	34878.0	0	chr2	239761627	239796218	29
DOID:1094	attention deficit hyperactivity disorder	rs4741652	SMARCA2	5.154901959985743	2013-02-27	23453885	6595	401491		6595	6990.0	27888.0	34878.0	0	chr9	2177295	2185846	30
DOID:1094	attention deficit hyperactivity disorder	rs10229603	FLJ31818	5.301029995663981	2008-10-24	18951430			101928036				938.0	0	chr7	112411764	112419142	31
DOID:1094	attention deficit hyperactivity disorder	rs10229603	GPR85	5.301029995663981	2008-10-24	18951430			101928036	54329			938.0	0	chr7	112411764	112419142	31
DOID:1094	attention deficit hyperactivity disorder	rs1325154	Intergenic	5.301029995663981	2008-12-05	18937294	100049717	7306					930.0	0	chr9	12569620	12661059	32
DOID:1094	attention deficit hyperactivity disorder	rs12575642	FERMT3	6.0	2011-07-13	21784300			83706	83706			341.0	0	chr11	63627468	63878233	33
DOID:1094	attention deficit hyperactivity disorder	rs1059440	TRPT1	5.3979400086720375	2011-07-13	21784300			83706	83707			341.0	0	chr11	63627468	63878233	33
DOID:1094	attention deficit hyperactivity disorder	rs1059440	TRPT1	5.3979400086720375	2011-07-13	21784300			84304	83707			341.0	0	chr11	63627468	63878233	33
DOID:1094	attention deficit hyperactivity disorder	rs1059440	TRPT1	5.3979400086720375	2011-07-13	21784300				83707			341.0	0	chr11	63627468	63878233	33
DOID:1094	attention deficit hyperactivity disorder	rs11607165	STIP1	5.3979400086720375	2011-07-13	21784300			10963	10963			341.0	0	chr11	63627468	63878233	33
DOID:1094	attention deficit hyperactivity disorder	rs1018040	Intergenic	5.301029995663981	2008-12-05	18821565	7042	127018					930.0	0	chr1	216654196	216772437	34
DOID:1094	attention deficit hyperactivity disorder	rs2826340	Intergenic	5.698970004336019	2008-10-24	18951430	101241875	387486					938.0	0	chr21	20802548	20810572	35
DOID:1094	attention deficit hyperactivity disorder	rs2360997	Intergenic	5.096910013008057	2008-10-07	18846501			2103				909.0	0	chr14	75882244	75885872	36
DOID:1094	attention deficit hyperactivity disorder	rs10049246	Intergenic	5.096910013008057	2008-10-07	18846501			344887				909.0	0	chr3	187112262	187194293	37
DOID:1094	attention deficit hyperactivity disorder	rs1859156	BMPR1B	5.698970004336019	2010-05-14	20732626			658	658			735.0	0	chr4	95950661	96077033	38
DOID:1094	attention deficit hyperactivity disorder	rs12921846	A2BP1	5.045757490560675	2008-10-24	18951430			54715	54715			938.0	0	chr16	6843161	6890535	39
DOID:1094	attention deficit hyperactivity disorder	rs4714261	KIF6	5.698970004336019	2008-10-07	18846501			221458	221458			909.0	0	chr6	39570399	39649602	40
DOID:1094	attention deficit hyperactivity disorder	rs2764980	PITRM1	5.045757490560675	2008-10-24	18951430	100507034	1316		10531			938.0	0	chr10	3273385	3274061	41
DOID:1094	attention deficit hyperactivity disorder	rs249954	NR	5.698970004336019	2013-02-27	23453885			79728		6990.0	27888.0	34878.0	0	chr16	23365773	23620229	42
DOID:1094	attention deficit hyperactivity disorder	rs11731175	Intergenic	5.301029995663981	2013-02-27	23453885	100420038	3323			6990.0	27888.0	34878.0	0	chr4	190034738	190106540	43
DOID:1094	attention deficit hyperactivity disorder	rs6983777	NR	5.096910013008057	2013-04-01	23527680	100873238	379034					1851.0	0	chr8	104167796	104189546	44
DOID:1094	attention deficit hyperactivity disorder	rs10485813	Intergenic	5.096910013008057	2010-08-01	20732625	140697	128553			896.0	2455.0	3351.0	0	chr20	50989442	51028323	45
DOID:1094	attention deficit hyperactivity disorder	rs6427356	ETV3	5.096910013008057	2008-10-24	18951430	360155	83416		2117			938.0	0	chr1	155355314	155416412	46
DOID:1094	attention deficit hyperactivity disorder	rs6427356	ETV3L	5.096910013008057	2008-10-24	18951430	360155	83416		440695			938.0	0	chr1	155355314	155416412	46
DOID:1094	attention deficit hyperactivity disorder	rs2587695	MGC33657	6.522878745280337	2008-10-07	18839057			200373		343.0	250.0	593.0	0	chr2	119998485	120084829	47
DOID:1094	attention deficit hyperactivity disorder	rs10786284	TLL2	5.698970004336019	2008-10-07	18839057			7093	7093	343.0	250.0	593.0	0	chr10	98122006	98140300	48
DOID:1094	attention deficit hyperactivity disorder	rs13418455	Intergenic	6.0	2013-02-27	23453885	57703	101669767			6990.0	27888.0	34878.0	0	chr2	180698797	180938643	49
DOID:1094	attention deficit hyperactivity disorder	rs9364220	NR	5.221848749616356	2013-04-01	23527680	79981	100421638					1851.0	0	chr6	168224112	168240295	50
DOID:1094	attention deficit hyperactivity disorder	rs4708431	NR	5.154901959985743	2013-04-01	23527680			79981				1851.0	0	chr6	168226934	168235431	50
DOID:1094	attention deficit hyperactivity disorder	rs9364220	NR	5.154901959985743	2013-04-01	23527680	79981	100421638					1851.0	0	chr6	168224112	168240295	50
DOID:1094	attention deficit hyperactivity disorder	rs7448069	NR	6.0	2013-04-01	23527680			10814				1851.0	0	chr5	175176640	175176640	51
DOID:1094	attention deficit hyperactivity disorder	rs7595103	Intergenic	5.154901959985743	2008-10-24	18951430			101927967				938.0	0	chr2	77916406	77932289	52
DOID:1094	attention deficit hyperactivity disorder	rs7849973	Intergenic	5.096910013008057	2013-02-27	23453885			441389		6990.0	27888.0	34878.0	0	chr9	22745667	22902324	53
DOID:1094	attention deficit hyperactivity disorder	rs1006737	DCP1B	8.301029995663981	2013-02-27	23453885			775	196513	6990.0	27888.0	34878.0	1	chr12	2162951	2284064	54
DOID:1094	attention deficit hyperactivity disorder	rs1006737	CACNA1C	8.301029995663981	2013-02-27	23453885			775	775	6990.0	27888.0	34878.0	1	chr12	2162951	2284064	54
DOID:1094	attention deficit hyperactivity disorder	rs10767942	Intergenic	5.096910013008057	2008-12-05	18821565	51352	10480					930.0	0	chr11	32417151	32481550	55
DOID:1094	attention deficit hyperactivity disorder	rs3799977	SUPT3H	5.301029995663981	2008-10-07	18839057			8464	8464	343.0	250.0	593.0	0	chr6	44779189	45437467	56
DOID:1094	attention deficit hyperactivity disorder	rs11134178	Intergenic	5.522878745280337	2008-09-26	18821564	100422999	100873438			105.0			0	chr5	6845763	6888535	57
DOID:1094	attention deficit hyperactivity disorder	rs17662626	PCGEM1	7.301029995663981	2013-02-27	23453885	100271070	343981		64002	6990.0	27888.0	34878.0	1	chr2	193623596	193692866	58
DOID:1094	attention deficit hyperactivity disorder	rs10797919	GLT25D2	5.045757490560675	2008-10-24	18951430			23179	23127			938.0	0	chr1	182109602	182175188	59
DOID:1094	attention deficit hyperactivity disorder	rs10797919	RGL1	5.045757490560675	2008-10-24	18951430			23179	23179			938.0	0	chr1	182109602	182175188	59
DOID:1094	attention deficit hyperactivity disorder	rs16928529	UNC5B	5.3979400086720375	2008-10-07	18839057			219699	219699	343.0	250.0	593.0	0	chr10	72649632	72652991	60
DOID:1094	attention deficit hyperactivity disorder	rs9512900	PDX1	5.045757490560675	2008-10-24	18951430			100861550	3651			938.0	0	chr13	27313344	27332796	61
DOID:1094	attention deficit hyperactivity disorder	rs9512900	GSX1	5.045757490560675	2008-10-24	18951430			100861550	219409			938.0	0	chr13	27313344	27332796	61
DOID:1094	attention deficit hyperactivity disorder	rs10873998	ELTD1	5.3979400086720375	2013-02-27	23453885	100130630	64123		64123	6990.0	27888.0	34878.0	0	chr1	79035840	79057996	62
DOID:1094	attention deficit hyperactivity disorder	rs7164923	NR	5.301029995663981	2013-04-01	23527680	4692	791115					1851.0	0	chr15	21600921	21614008	63
DOID:1094	attention deficit hyperactivity disorder	rs4923705	ATPBD4	5.698970004336019	2010-05-14	20732626	100616293	100288892		89978			735.0	0	chr15	34066935	34086131	64
DOID:1094	attention deficit hyperactivity disorder	rs7565792	NR	5.154901959985743	2013-02-27	23453885	3344	129285			6990.0	27888.0	34878.0	0	chr2	48503209	48503209	65
DOID:1094	attention deficit hyperactivity disorder	rs7175404	AK094352	6.221848749616356	2008-10-07	18839057	100420292	55784			343.0	250.0	593.0	0	chr15	91828908	91890860	66
DOID:1094	attention deficit hyperactivity disorder	rs701157	LOC729257	5.3979400086720375	2008-10-24	18951430	79605	729257					938.0	0	chr1	228710709	228750882	67
DOID:1094	attention deficit hyperactivity disorder	rs701157	LOC729257	5.3979400086720375	2008-10-24	18951430	79605	729257					938.0	0	chr1	228710709	228750882	67
DOID:1094	attention deficit hyperactivity disorder	rs130575	Intergenic	5.301029995663981	2008-12-05	18821565	100506195	91464					930.0	0	chr22	33164243	33313275	68
DOID:1094	attention deficit hyperactivity disorder	rs11152369	TCF4	6.698970004336019	2013-02-27	23453885			6925	6925	6990.0	27888.0	34878.0	0	chr18	51039648	51662067	69
DOID:1094	attention deficit hyperactivity disorder	rs447	SEMA3A	5.3979400086720375	2013-02-27	23453885			10371	10371	6990.0	27888.0	34878.0	0	chr7	83550299	83624396	70
DOID:1094	attention deficit hyperactivity disorder	rs13006237	NR	5.045757490560675	2013-04-01	23527680	7247	129684					1851.0	0	chr2	124002730	124247801	71
DOID:1094	attention deficit hyperactivity disorder	rs874426	Intergenic	5.3979400086720375	2008-12-05	18937294			89797				930.0	0	chr11	19526139	19531121	72
DOID:1094	attention deficit hyperactivity disorder	rs931812	YWHAZ	5.301029995663981	2008-10-24	18951430	392256	7534		7534			938.0	0	chr8	101962617	102050375	73
DOID:1094	attention deficit hyperactivity disorder	rs7948661	NR	5.301029995663981	2013-02-27	23453885			4297		6990.0	27888.0	34878.0	0	chr11	117820059	118188521	74
DOID:1094	attention deficit hyperactivity disorder	rs2242073	CRYGC	5.096910013008057	2008-10-07	18839057				1420	343.0	250.0	593.0	0	chr2	208675842	208737387	75
DOID:1094	attention deficit hyperactivity disorder	rs2242073	CRYGC	5.096910013008057	2008-10-07	18839057			100507443	1420	343.0	250.0	593.0	0	chr2	208675842	208737387	75
DOID:1094	attention deficit hyperactivity disorder	rs6694545	Intergenic	6.0	2013-02-27	23453885	10076	4146			6990.0	27888.0	34878.0	0	chr1	30183772	30231999	76
DOID:1094	attention deficit hyperactivity disorder	rs11719664	Intergenic	5.698970004336019	2008-12-05	18821565			79750				930.0	0	chr3	21875767	22030578	77
DOID:1094	attention deficit hyperactivity disorder	rs2502731	DNM1	5.698970004336019	2008-10-07	18839057			1759	1759	343.0	250.0	593.0	0	chr9	129995059	130037713	78
DOID:1094	attention deficit hyperactivity disorder	rs469727	REEP5	5.096910013008057	2008-10-07	18839057			7905	7905	343.0	250.0	593.0	0	chr5	112060574	112328995	79
DOID:1094	attention deficit hyperactivity disorder	rs412050	PPM1F	5.221848749616356	2008-10-07	18839057			9647	9647	343.0	250.0	593.0	0	chr22	20427230	20681283	80
DOID:1094	attention deficit hyperactivity disorder	rs1555322	MMP24	5.3979400086720375	2008-10-07	18839057			10893	10893	343.0	250.0	593.0	0	chr20	33268171	33346429	81
DOID:1094	attention deficit hyperactivity disorder	rs6733379	Intergenic	5.3979400086720375	2008-10-24	18951430	344371	100616475					938.0	0	chr2	34256848	34349223	82
DOID:1094	attention deficit hyperactivity disorder	rs10815798	PTPRD	5.221848749616356	2008-10-24	18951430	90871	5789		5789			938.0	0	chr9	8166062	8225633	83
DOID:1094	attention deficit hyperactivity disorder	rs12443954	NR	6.0	2013-02-27	23453885	124045	8558			6990.0	27888.0	34878.0	0	chr16	88263853	88284633	84
DOID:1094	attention deficit hyperactivity disorder	rs16973500	DHODH	5.154901959985743	2008-10-24	18951430			342372	1723			938.0	0	chr16	70432484	70541165	85
DOID:1094	attention deficit hyperactivity disorder	rs16973500	KIAA0174	5.154901959985743	2008-10-24	18951430			342372				938.0	0	chr16	70432484	70541165	85
DOID:1094	attention deficit hyperactivity disorder	rs16973500	PKD1L3	5.154901959985743	2008-10-24	18951430			342372	342372			938.0	0	chr16	70432484	70541165	85
DOID:1094	attention deficit hyperactivity disorder	rs3892715	Intergenic	5.221848749616356	2008-12-05	18937294	131583	152002					930.0	0	chr3	196239299	196247592	86
DOID:1094	attention deficit hyperactivity disorder	rs2823819	C21orf34	6.154901959985742	2010-05-14	20732626			388815	388815			735.0	0	chr21	16750162	16750162	87
DOID:1094	attention deficit hyperactivity disorder	rs360932	Intergenic	5.096910013008057	2013-02-27	23453885	100873434	55294			6990.0	27888.0	34878.0	0	chr4	153081135	153139363	88
DOID:1094	attention deficit hyperactivity disorder	rs2675968	NR	5.301029995663981	2013-02-27	23453885			389084		6990.0	27888.0	34878.0	0	chr2	233267556	233515015	89
DOID:1094	attention deficit hyperactivity disorder	rs6791644	FHIT	5.096910013008057	2008-12-05	18821565			2272	2272			930.0	0	chr3	60740327	60782917	90
DOID:1094	attention deficit hyperactivity disorder	rs2297909	NR	5.698970004336019	2013-02-27	23453885			23046		6990.0	27888.0	34878.0	0	chr1	199135485	199292473	91
DOID:1094	attention deficit hyperactivity disorder	rs7992643	CLYBL	5.301029995663981	2008-12-05	18821565			171425	171425			930.0	0	chr13	99323860	99366168	92
DOID:1094	attention deficit hyperactivity disorder	rs7992643	CLYBL	5.301029995663981	2008-12-05	18821565			101927437	171425			930.0	0	chr13	99323860	99366168	92
DOID:1094	attention deficit hyperactivity disorder	rs2180233	Intergenic	5.045757490560675	2008-10-24	18951430	10076	4146					938.0	0	chr1	30391270	30449509	93
DOID:1094	attention deficit hyperactivity disorder	rs17651978	FOXP1	5.221848749616356	2008-12-05	18821565			27086	27086			930.0	0	chr3	70979984	71156884	94
DOID:1094	attention deficit hyperactivity disorder	rs2535629	ITIH3	11.522878745280336	2013-02-27	23453885			3699	3699	6990.0	27888.0	34878.0	1	chr3	52511554	52830269	95
DOID:1094	attention deficit hyperactivity disorder	rs6765687	NR	5.301029995663981	2013-02-27	23453885			55830		6990.0	27888.0	34878.0	0	chr3	52599427	52767577	95
DOID:1094	attention deficit hyperactivity disorder	rs12325410	Intergenic	6.0	2013-02-27	23453885	653737	100873656			6990.0	27888.0	34878.0	0	chr16	9573244	9596318	96
DOID:1094	attention deficit hyperactivity disorder	rs910191	NR	5.698970004336019	2013-04-01	23527680	284749	57580					1851.0	0	chr20	46506338	46538301	97
DOID:1094	attention deficit hyperactivity disorder	rs910191	NR	5.698970004336019	2013-04-01	23527680	284749	57580					1851.0	0	chr20	46506338	46538301	97
DOID:1094	attention deficit hyperactivity disorder	rs13043694	NR	5.522878745280337	2013-04-01	23527680	284749	57580					1851.0	0	chr20	46506338	46530327	97
DOID:1094	attention deficit hyperactivity disorder	rs13043694	NR	5.522878745280337	2013-04-01	23527680	284749	57580					1851.0	0	chr20	46506338	46530327	97
DOID:1094	attention deficit hyperactivity disorder	rs4402823	NR	5.522878745280337	2013-04-01	23527680	284749	57580					1851.0	0	chr20	46509882	46530327	97
DOID:1094	attention deficit hyperactivity disorder	rs4402823	NR	5.522878745280337	2013-04-01	23527680	284749	57580					1851.0	0	chr20	46509882	46530327	97
DOID:1094	attention deficit hyperactivity disorder	rs4458264	NR	5.522878745280337	2013-04-01	23527680	284749	57580					1851.0	0	chr20	46509882	46530327	97
DOID:1094	attention deficit hyperactivity disorder	rs4458264	NR	5.522878745280337	2013-04-01	23527680	284749	57580					1851.0	0	chr20	46509882	46530327	97
DOID:1094	attention deficit hyperactivity disorder	rs4810796	NR	5.522878745280337	2013-04-01	23527680	284749	57580					1851.0	0	chr20	46509882	46530327	97
DOID:1094	attention deficit hyperactivity disorder	rs4810796	NR	5.522878745280337	2013-04-01	23527680	284749	57580					1851.0	0	chr20	46509882	46530327	97
DOID:1094	attention deficit hyperactivity disorder	rs9810857	SLC9A9	5.221848749616356	2010-05-14	20732626	5088	285195		285195			735.0	0	chr3	144463497	144465620	98
DOID:1094	attention deficit hyperactivity disorder	rs864643	MOBP	8.0	2008-10-07	18839057			4336	4336	343.0	250.0	593.0	0	chr3	39479806	39576276	99
DOID:1094	attention deficit hyperactivity disorder	rs10514604	ATP2C2	6.096910013008057	2008-10-07	18839057			9914	9914	343.0	250.0	593.0	0	chr16	83003567	83006122	100
DOID:1094	attention deficit hyperactivity disorder	rs1104918	NTRK3	5.221848749616356	2013-02-27	23453885			4916	4916	6990.0	27888.0	34878.0	0	chr15	86456524	86543964	101
DOID:1094	attention deficit hyperactivity disorder	rs2310173	IL1R2	5.522878745280337	2013-02-27	23453885	7850	3554		7850	6990.0	27888.0	34878.0	0	chr2	101977074	102053979	102
DOID:1094	attention deficit hyperactivity disorder	rs2310173	MAP4K4	5.522878745280337	2013-02-27	23453885	7850	3554		9448	6990.0	27888.0	34878.0	0	chr2	101977074	102053979	102
